TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,SEASON,TOP3_PTS,TOP3_STL,TOP3_BLK,TOP3_FG_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,made_playoffs,FG3A_RATE,won_championship
LA Clippers,82,42,40,0.512,3302,7004,0.471,777,2196,0.354,1556,2095,0.743,3598,1832,1204.0,628,372,8937,3.0,2017-18,1398.3333333333333,65.0,41.333333333333336,0.5133333333333333,109.4,109.2,0.2,99.54,0,0.3135351227869788,0
Los Angeles Lakers,82,35,47,0.427,3338,7248,0.461,822,2384,0.345,1364,1910,0.714,3803,1949,1295.0,633,388,8862,-127.0,2017-18,1185.6666666666667,66.0,31.666666666666668,0.478,106.0,107.3,-1.3,100.9,0,0.3289183222958057,0
Memphis Grizzlies,82,22,60,0.268,3013,6788,0.444,758,2152,0.352,1361,1732,0.786,3323,1767,1227.0,613,396,8145,-509.0,2017-18,907.0,55.333333333333336,55.666666666666664,0.4353333333333333,103.6,110.4,-6.8,95.65,0,0.3170300530347672,0
Miami Heat,82,44,38,0.537,3184,6997,0.455,903,2506,0.36,1209,1601,0.755,3564,1862,1178.0,620,437,8480,39.0,2017-18,1061.3333333333333,81.33333333333333,40.333333333333336,0.4453333333333333,106.2,105.8,0.4,96.1,1,0.3581534943547234,0
Milwaukee Bucks,82,44,38,0.537,3257,6807,0.478,718,2024,0.355,1499,1915,0.783,3267,1905,1135.0,722,443,8731,-25.0,2017-18,1659.6666666666667,125.66666666666669,56.333333333333336,0.4893333333333333,109.0,109.1,-0.2,97.03,1,0.2973409725282797,0
Minnesota Timberwolves,82,47,35,0.573,3365,7063,0.476,658,1845,0.357,1592,1980,0.804,3441,1861,1021.0,689,345,8980,183.0,2017-18,1398.0,72.33333333333333,75.0,0.52,112.5,110.2,2.3,96.75,1,0.2612204445702959,0
New Orleans Pelicans,82,48,34,0.585,3500,7241,0.483,837,2312,0.362,1324,1716,0.772,3635,2195,1223.0,657,485,9161,107.0,2017-18,1556.3333333333333,105.66666666666669,89.66666666666667,0.512,108.5,107.4,1.1,101.48,1,0.3192929153431846,0
New York Knicks,82,29,53,0.354,3334,7193,0.464,673,1914,0.352,1225,1557,0.787,3611,1912,1208.0,552,421,8566,-292.0,2017-18,969.6666666666666,59.333333333333336,21.333333333333332,0.489,106.3,109.7,-3.4,97.64,0,0.2660920339218685,0
Oklahoma City Thunder,82,48,34,0.585,3271,7221,0.453,881,2491,0.354,1421,1985,0.716,3695,1750,1147.0,743,412,8844,280.0,2017-18,1674.3333333333333,118.33333333333331,36.0,0.4276666666666666,110.1,106.4,3.7,97.34,1,0.3449660711812768,0
Orlando Magic,82,25,57,0.305,3182,7042,0.452,844,2405,0.351,1271,1678,0.757,3414,1921,1192.0,622,400,8479,-395.0,2017-18,999.0,54.666666666666664,25.666666666666668,0.4526666666666667,104.7,109.4,-4.7,98.58,0,0.3415222948026128,0
Philadelphia 76ers,82,52,30,0.634,3349,7098,0.472,901,2445,0.369,1405,1868,0.752,3889,2221,1353.0,682,420,9004,369.0,2017-18,1143.0,109.33333333333331,54.0,0.4703333333333333,108.5,103.9,4.6,100.75,1,0.3444632290786137,0
Phoenix Suns,82,21,61,0.256,3153,7141,0.442,763,2286,0.334,1453,1962,0.741,3618,1743,1289.0,569,370,8522,-768.0,2017-18,938.0,55.666666666666664,43.0,0.4336666666666666,102.8,111.7,-9.0,101.14,0,0.3201232320403305,0
Portland Trail Blazers,82,49,33,0.598,3222,7132,0.452,845,2308,0.366,1372,1715,0.8,3728,1599,1109.0,573,423,8661,213.0,2017-18,1608.6666666666667,72.66666666666667,57.666666666666664,0.4623333333333333,108.4,105.7,2.7,97.11,1,0.3236118900729108,0
Sacramento Kings,82,27,55,0.329,3179,7063,0.45,738,1967,0.375,1008,1371,0.735,3354,1768,1125.0,643,340,8104,-573.0,2017-18,897.6666666666666,73.0,34.333333333333336,0.4533333333333333,103.1,110.4,-7.3,95.5,0,0.2784935579781962,0
San Antonio Spurs,82,47,35,0.573,3202,6999,0.457,696,1977,0.352,1324,1715,0.772,3626,1868,1078.0,628,460,8424,237.0,2017-18,1046.3333333333333,71.0,53.666666666666664,0.4826666666666666,107.1,104.1,3.0,95.7,1,0.2824689241320188,0
Toronto Raptors,82,59,23,0.72,3383,7169,0.472,968,2705,0.358,1422,1790,0.794,3607,1995,1095.0,626,500,9156,638.0,2017-18,1355.3333333333333,66.33333333333333,46.666666666666664,0.4553333333333333,113.0,105.3,7.7,98.02,1,0.3773190124145627,0
Utah Jazz,82,48,34,0.585,3139,6797,0.462,887,2425,0.366,1375,1766,0.779,3547,1839,1205.0,708,420,8540,353.0,2017-18,1188.0,109.66666666666669,19.333333333333332,0.4406666666666667,107.4,103.0,4.4,96.58,1,0.3567750478152126,0
Washington Wizards,82,43,39,0.524,3275,7018,0.467,814,2173,0.375,1378,1786,0.772,3536,2065,1196.0,645,353,8742,48.0,2017-18,1314.6666666666667,97.33333333333331,37.333333333333336,0.4553333333333333,108.1,107.7,0.4,97.67,1,0.3096323738956967,0
Atlanta Hawks,82,29,53,0.354,3392,7524,0.451,1067,3034,0.352,1443,1918,0.752,3780,2118,1397.0,675,419,9294,-494.0,2018-19,987.6666666666666,80.66666666666667,27.0,0.4276666666666666,107.5,113.1,-5.5,104.56,0,0.4032429558745348,0
Boston Celtics,82,49,33,0.598,3451,7423,0.465,1032,2829,0.365,1282,1598,0.802,3653,2155,1052.0,706,435,9216,364.0,2018-19,1182.3333333333333,110.0,39.666666666666664,0.453,111.3,107.0,4.3,100.43,1,0.3811127576451569,0
Brooklyn Nets,82,42,40,0.512,3301,7358,0.449,1047,2965,0.353,1555,2088,0.745,3819,1954,1236.0,539,339,9204,-6.0,2018-19,1208.6666666666667,60.333333333333336,52.333333333333336,0.508,108.9,109.0,-0.1,101.52,1,0.4029627616200054,0
Charlotte Hornets,82,39,43,0.476,3297,7362,0.448,977,2783,0.351,1510,1895,0.797,3592,1905,1001.0,591,405,9081,-90.0,2018-19,1336.3333333333333,87.0,36.333333333333336,0.4413333333333333,110.7,112.0,-1.3,99.18,0,0.3780222765552838,0
Chicago Bulls,82,22,60,0.268,3266,7205,0.453,745,2123,0.351,1328,1695,0.783,3517,1796,1159.0,603,351,8605,-690.0,2018-19,938.6666666666666,69.0,20.333333333333332,0.4596666666666666,104.5,112.8,-8.3,99.3,0,0.2946564885496183,0
Cleveland Cavaliers,82,19,63,0.232,3189,7184,0.444,847,2388,0.355,1342,1694,0.792,3498,1698,1106.0,534,195,8567,-788.0,2018-19,1242.0,53.666666666666664,10.0,0.435,106.8,116.8,-10.0,97.37,0,0.3324053452115812,0
